Date,AAPL US EQUITY,BABA US EQUITY,DIS US EQUITY,LULU US EQUITY,PSX US EQUITY,SPGI US EQUITY,LMT US EQUITY,TXN US EQUITY,V US EQUITY,MCD US EQUITY,SPX INDEX
05/14/2015,32.237,88.4,109.93,65.2,81.63,105.8,193.05,55.605,70,97.71,2121.1
05/15/2015,32.193,88.46,110.3,64.49,81.05,105.7,192.36,55.61,69.57,98.04,2122.73
05/18/2015,32.548,87.11,110.33,64.585,81.33,107.22,193.08,55.79,70,98.02,2129.2
05/19/2015,32.518,88.21,110.56,63,80.7,107.44,193.38,55.78,70.16,100.68,2127.83
05/20/2015,32.515,90.7,110.2,61.91,80.52,106.7,193.25,55.63,69.78,100.11,2125.85
05/21/2015,32.848,93.88,110.39,60.5,81,106.87,193.11,55.5,69.37,99.28,2130.82
05/22/2015,33.135,93.27,110.26,61.16,80.97,105.85,192.86,55.365,69.62,98.99,2126.06
05/26/2015,32.405,92.52,109.44,60.27,79.36,104.74,190.51,54.56,68.54,98.46,2104.2
05/27/2015,33.011,92.6,110.37,61.115,79.19,105.49,191.35,55.97,69.49,98.66,2123.48
05/28/2015,32.945,90.95,110.53,61.23,79.56,105.34,190.12,55.91,69.56,96.48,2120.79
05/29/2015,32.57,89.32,110.37,59.79,79.12,103.75,188.2,55.92,68.68,95.93,2107.39
06/01/2015,32.634,90.78,110.96,59.98,79.35,103.75,191.07,55.71,69.11,96.22,2111.73
06/02/2015,32.49,90.51,110.75,59.8,79.1,103.68,190.77,55.25,69.04,96.29,2109.6
06/03/2015,32.53,90.79,111.17,61.27,78.3,103.59,191.89,54.885,68.95,96.52,2114.07
06/04/2015,32.34,90.59,110.3,61.35,77.38,102.09,190.17,53.98,68.21,96.31,2095.84
06/05/2015,32.163,90.71,110.3,63.8,78.05,102.04,189.33,53.785,68.37,95.54,2092.83
06/08/2015,31.95,88.29,109.29,61.52,77.18,101.42,189.37,52.82,67.68,95.32,2079.28
06/09/2015,31.855,87.58,108.52,68.27,76.79,101.91,189.35,52.915,67.95,94.73,2080.15
06/10/2015,32.22,88.9,110,66.77,77.8,103.42,189.28,54.19,69.63,95.3,2105.2
06/11/2015,32.148,87.21,110.62,66.07,78.67,104.44,191.48,53.64,69.64,95.59,2108.86
06/12/2015,31.793,86.63,109.95,66.48,77.65,103.7,190.98,53.01,69.33,95.06,2094.11
06/15/2015,31.73,86.12,110.18,66.82,78.08,103.53,189.92,53.045,68.57,94.3,2084.43
06/16/2015,31.9,86.09,111.06,67.26,78.39,103.95,190.82,53.09,69.01,94.63,2096.29
06/17/2015,31.825,86.8,111.49,66.93,78.84,104.04,191.02,53.29,68.75,95.22,2100.44
06/18/2015,31.97,86.75,113.22,66.61,80.03,105.4,192.75,54.22,69.5,96.17,2121.24
06/19/2015,31.65,85.74,112.62,65.99,79.67,104.74,191.14,54.51,68.69,96.08,2109.99
06/22/2015,31.903,85.68,113.53,66.34,79.6,105.85,192.08,55.5,69.09,96.87,2122.85
06/23/2015,31.758,85.08,114.41,68.8,80.31,105.13,191.64,54.83,69.42,97.18,2124.2
06/24/2015,32.028,85.17,113.77,67.42,79.19,103.95,190.17,53.99,68.86,96.64,2108.58
06/25/2015,31.875,85.24,114.45,67.56,78.89,103.32,189.99,53.795,68.62,95.79,2102.31
06/26/2015,31.688,83.28,114.99,67.09,79.62,103.6,188.64,52.9,68.75,97.29,2101.49
06/29/2015,31.133,81.07,113.05,64.8,78.49,100.61,185.52,51.52,66.72,95.44,2057.64
06/30/2015,31.356,82.27,114.14,65.3,80.56,100.45,185.9,51.51,67.15,95.07,2063.11
07/01/2015,31.65,82.46,115.13,65.05,81.3,101.45,188.17,51.91,67.85,95.76,2077.42
07/02/2015,31.61,82.07,114.97,65.175,81.45,102.08,187.3,51.97,68.24,96.17,2076.78
07/06/2015,31.5,80.23,115.7,64.3,81.54,101.61,187.99,51.39,68.12,95.65,2068.76
07/07/2015,31.423,79.62,117.1,65.68,82.35,101.24,190.16,51.21,67.77,96.68,2081.34
07/08/2015,30.643,77.94,115.19,63.97,78.5,100.27,190.05,49.53,66.73,95.84,2046.68
07/09/2015,30.018,79.04,115.6,62.46,79.45,100.89,192.13,48.11,67.05,96.49,2051.31
07/10/2015,30.82,80.3,116.44,62.995,81.49,103.16,194.19,49.01,68.42,97.65,2076.62
07/13/2015,31.415,81.86,118.05,64.11,83.42,103.75,197.88,49.33,69.52,98.43,2099.6
07/14/2015,31.403,81.5,117.85,63.92,83.52,104.38,199.05,49.76,70.1,98.78,2108.95
07/15/2015,31.705,80.73,118.3,63.42,81.77,104.64,199.41,49.49,70.02,99.07,2107.4
07/16/2015,32.127,81.53,119.07,62.78,83.21,105.28,201.62,49.36,70.57,97.86,2124.29
07/17/2015,32.405,83.36,118.86,62.94,83.24,104.78,201.18,49.36,70.88,97.5,2126.64
07/20/2015,33.018,82.67,119.58,63.36,82.33,105.86,205.13,50.09,72.7,97.49,2128.28
07/21/2015,32.688,82.54,119.31,62.77,81.98,105.94,203.15,50.23,72.02,97.32,2119.21
07/22/2015,31.305,84.15,119.33,62.86,81.83,106.39,202.79,49.3,71.97,97.58,2114.15
07/23/2015,31.29,83.88,118.8,62,81.39,106.5,202.83,50.51,71.75,97.09,2102.15
07/24/2015,31.125,83.02,118.91,61.24,79.03,105.58,201.04,49.03,74.8,96.1,2079.65
07/27/2015,30.693,81.4,118.25,61.17,76.72,99.59,201.17,49.03,73.86,96.04,2067.64
07/28/2015,30.845,80.56,118.46,63.22,78.65,98.4,203.63,50.08,74.74,97.33,2093.25
07/29/2015,30.748,80.26,119.84,63.74,80.03,101.48,208.15,49.96,76.01,98.21,2108.57
07/30/2015,30.593,79.96,120.03,63.07,79.12,102.84,206.47,50.24,76.38,99.17,2108.63
07/31/2015,30.325,78.34,120,62.86,79.5,101.75,207.1,49.98,75.34,99.86,2103.84
08/03/2015,29.61,77.99,121.12,61.87,78.68,101.22,207.79,50.09,75.77,99.42,2098.04
08/04/2015,28.66,78.87,121.69,62.57,78.26,101.09,209.53,49.84,75.27,99.14,2093.32
08/05/2015,28.85,79.82,110.53,62.69,78.28,101.6,209.43,50.855,74.98,99.8,2099.84
08/06/2015,28.783,78.96,108.55,62.27,79.64,100.6,209.26,50.25,73.58,99.35,2083.56
08/07/2015,28.88,78.82,109.35,62.37,79.62,100.72,209.09,50.32,74.21,98.92,2077.57
08/10/2015,29.93,80.47,111,63.99,82.52,103.35,210.78,52.08,74.38,99.39,2104.18
08/11/2015,28.373,77.34,108,64.45,83.7,102.22,208.86,50.64,73.36,98.81,2084.07
08/12/2015,28.81,73.38,106.99,63.02,84.32,101.43,208.78,51.11,73.54,98.28,2086.05
08/13/2015,28.788,75.11,107.52,64.5,83.08,101.19,209.79,50.63,73.93,99.37,2083.39
08/14/2015,28.99,74.76,107.16,65.17,82.3,101.7,211.96,50.64,74.22,99.27,2091.54
08/17/2015,29.29,75.19,109.05,66.37,83.06,102.76,213.02,50.9,74.41,100.66,2102.44
08/18/2015,29.125,73.88,106.94,66.7,83.25,102.55,212.67,49.91,74.47,100.76,2096.92
08/19/2015,28.753,73.12,106.45,65.36,80.8,102.57,211.28,49.2,74.4,101.1,2079.61
08/20/2015,28.163,70.32,100.02,62.96,79.53,100.3,209.13,47.43,73.95,99.76,2035.73
08/21/2015,26.44,68.18,98.84,61.95,75.74,96.48,204.68,45.96,71.19,97.13,1970.89
08/24/2015,25.78,65.8,95.36,59.07,71.66,92.61,197.46,44.89,68.36,92.87,1893.21
08/25/2015,25.935,68.57,95.89,58.7,70.55,93.19,198.98,43.52,66.97,91.21,1867.61
08/26/2015,27.423,68.66,99.23,60.31,73.3,96.27,202.12,45.41,70.69,95.15,1940.51
08/27/2015,28.23,70.84,102.17,62.64,75.02,99.09,205.43,47.06,72.4,97.33,1987.66
08/28/2015,28.323,70.07,102.48,63.17,77.23,99.45,203.9,47.99,72.46,96.25,1988.87
08/31/2015,28.19,66.12,101.88,64.01,79.07,96.99,201.18,47.84,71.3,95.02,1972.18
09/01/2015,26.93,64.83,99.51,63.07,77.59,92.77,197.62,46.34,68.96,93.47,1913.85
09/02/2015,28.085,65.54,101.89,65.36,78.56,93.66,204.04,47.35,69.62,96.04,1948.86
09/03/2015,27.593,66.47,101.99,64.95,78.46,93.74,205.2,47.46,70.4,96.01,1951.13
09/04/2015,27.318,63.91,100.97,65.68,77.2,93.18,202.62,46.53,69.16,94.85,1921.22
09/08/2015,28.078,60.91,104.01,65.89,79.88,96.16,207.01,48.69,70.53,96.78,1969.41
09/09/2015,27.538,64.04,101.91,64.05,80.65,93.11,204.66,47.61,69.6,95.43,1942.04
09/10/2015,28.143,63.83,102.6,53.54,81.02,93.54,206.15,47.41,70.23,95.25,1952.29
09/11/2015,28.553,64.63,104.48,54.01,80.6,94.57,206.81,47.57,70.76,97.41,1961.05
09/14/2015,28.828,62.6,103.82,53.79,78.21,92.79,206,47.83,70.01,96.97,1953.03
09/15/2015,29.07,64.85,103.43,53.37,79.21,94.9,207.84,48.3,70.51,98.19,1978.09
09/16/2015,29.103,67.23,103.96,54.65,79.19,94.66,207.56,48.7,70.99,98.69,1995.31
09/17/2015,28.48,66,104.2,53.83,79.31,94.06,207.6,48.15,70.96,97.84,1990.2
09/18/2015,28.363,65.75,102.84,52.91,78.59,92.22,203.31,47.8,69.79,97.05,1958.03
09/21/2015,28.803,63.9,103.41,53.98,79.26,92.7,204.35,47.45,70.78,97.9,1966.97
09/22/2015,28.35,61.9,102.49,54.72,78.17,91.24,203.66,46.61,70.25,97.2,1942.74
09/23/2015,28.58,60,101.57,53.53,77.85,91.13,202.77,46.58,70.95,97.38,1938.76
09/24/2015,28.75,59.92,100.62,52.85,77.65,89.2,204.76,46.75,70.24,97.29,1932.24
09/25/2015,28.678,59.24,100.3,52.58,77.94,89.14,203.89,47.17,70.69,97.59,1931.34
09/28/2015,28.11,57.39,98.49,50.37,74.11,85.53,200.22,46.95,67.2,95.96,1881.77
09/29/2015,27.265,57.82,99.42,49.81,74.51,85.4,202.47,47.53,68.53,97.48,1884.09
09/30/2015,27.575,58.97,102.2,50.65,76.84,86.5,207.31,49.52,69.66,98.53,1920.03
10/01/2015,27.395,58.87,102.67,50.28,77.93,88.39,204.75,48.44,69.99,98.78,1923.82
10/02/2015,27.595,63.2,103,51.12,79.48,89.32,206.61,48.77,70.67,99.79,1951.36
10/05/2015,27.695,63.93,103.85,51.27,81.82,90.39,211.73,50.13,72.23,101.17,1987.05
10/06/2015,27.828,63.92,103.77,51.74,82.58,89.16,210.4,50.46,72.08,101.9,1979.92
10/07/2015,27.695,66.28,103.39,54,83.24,88.91,212.95,51.04,73.22,101.77,1995.83
10/08/2015,27.375,67.7,104.61,54.21,84.58,89.58,214.37,51.52,73.9,102.95,2013.43
10/09/2015,28.03,68.71,105.56,52.75,83.52,89.74,213.26,50.87,73.98,102.76,2014.89
10/12/2015,27.9,70.3,106.35,51.91,83.87,90.23,214.33,51.34,74.99,103.24,2017.46
10/13/2015,27.948,69.68,106.59,51.58,82.16,90.23,211.98,50.91,75,103.38,2003.69
10/14/2015,27.553,68.54,105.73,51.54,82.47,90.92,208.15,52.65,74.2,102.82,1994.24
10/15/2015,27.965,71.78,107.89,52.52,83.49,93.1,209.18,52.43,75.34,103.66,2023.86
10/16/2015,27.76,71.99,108.24,53.81,84.12,92.65,209.78,52.57,76,104.82,2033.11
10/19/2015,27.933,72.65,109.47,53.26,81.62,93.06,210.64,52.64,76.99,104.49,2033.66
10/20/2015,28.443,71.79,109.84,52.93,81.6,93.03,208.73,52.43,76.28,103.84,2030.77
10/21/2015,28.44,69.48,110.09,52,80.5,91.94,211.56,51.9,75.46,102.54,2018.94
10/22/2015,28.875,70.99,113.25,52.33,82.61,93.16,216.51,58.09,76.42,110.87,2052.51
10/23/2015,29.77,75.62,113.09,48.49,83.35,95.39,219.32,58.98,77.07,112.59,2075.15
10/26/2015,28.82,76.35,113.52,48.3,83,94.87,220.94,58.81,78.18,112.18,2071.18
10/27/2015,28.638,79.44,113.77,48.28,83.56,93.95,223.04,58.42,77.52,111.64,2065.89
10/28/2015,29.818,82.35,114.34,49.24,84.89,93.98,221.04,58.67,78.87,112.94,2090.35
10/29/2015,30.133,82.22,115.04,48.79,86.43,94.26,218.25,56.57,78.51,112.62,2089.41
10/30/2015,29.875,83.83,113.74,49.17,89.05,92.64,219.83,56.72,77.58,112.25,2079.36
11/02/2015,30.295,84.35,115.04,51.08,90.6,92.25,220.59,56.99,75.22,112.11,2104.05
11/03/2015,30.643,83.44,115.54,52.09,92.67,97.71,218.9,57.15,77.9,112.08,2109.79
11/04/2015,30.5,85.4,113.25,51.68,93.33,97.3,218.83,56.95,78.35,112.4,2102.31
11/05/2015,30.23,85.38,113,52.08,93.68,97.59,218.6,57.4,79.26,112.85,2099.93
11/06/2015,30.265,83.61,115.67,51.06,92.75,98.67,216.63,57.63,78.75,113.31,2099.2
11/09/2015,30.143,81.38,116.42,50.17,92.01,96.27,214.7,57.21,78.04,112.93,2078.58
11/10/2015,29.193,81.43,117.42,50.08,92.1,96.18,214.07,57.03,79.48,113.22,2081.72
11/11/2015,29.028,79.85,116.52,47.57,90.59,96.98,215.11,57.6,79.18,113.85,2075
11/12/2015,28.93,78.76,116.21,48.16,89.24,95.68,213.58,56.67,78.31,112.11,2045.97
11/13/2015,28.085,75.85,114.84,45.05,89.08,94.7,213.16,56.13,78.11,109.97,2023.04
11/16/2015,28.544,78.3,115.92,45.24,91.07,95.3,220.67,56.875,78.9,111.06,2053.19
11/17/2015,28.423,78.13,116.13,44.09,91.12,95.2,222.39,57.07,78.83,110.94,2050.44
11/18/2015,29.323,77.69,118.14,45.69,92.54,95.75,223.22,57.96,80.46,112.53,2083.58
11/19/2015,29.695,77.87,118.71,47.33,92.38,96.39,224,57.95,80.15,113.3,2081.24
11/20/2015,29.825,79.95,120.07,49.28,91.67,96.89,226.06,58.12,80.19,113.91,2089.17
11/23/2015,29.438,81.31,119.42,52.77,92.17,95.99,226.03,57.35,80.11,114.47,2086.59
11/24/2015,29.72,80.86,117.95,52.73,93.13,96.88,226.43,57.85,79.79,114.28,2089.14
11/25/2015,29.508,81.71,118.67,52.95,92.77,96.88,225.8,57.27,79.56,114.4,2088.87
11/27/2015,29.453,81.38,115.13,52.5,92.76,96.85,225.91,57.55,79.84,114.23,2090.11
11/30/2015,29.575,84.08,113.47,47.82,91.53,96.47,219.16,58.12,79.01,114.16,2080.41
12/01/2015,29.335,84,115.39,49.05,92.67,97.47,220.2,58.31,79.91,114.45,2102.63
12/02/2015,29.07,85,114,49,90.44,97.42,218.94,57.55,79.04,113.72,2079.51
12/03/2015,28.8,82.59,111.89,49.12,88.57,95.75,215.46,57.69,78.29,113.39,2049.62
12/04/2015,29.758,84.85,114.24,49.18,90.2,98.33,218.39,58.88,80.4,116.2,2091.69
12/07/2015,29.57,84.76,113.83,51.79,86.69,97.02,219.13,58.35,79.55,116.42,2077.07
12/08/2015,29.558,84.38,112.48,52.16,86.45,95.84,218.81,57.67,79.07,116.53,2063.59
12/09/2015,28.905,83.42,111.47,45.315,86.09,94.45,217.54,56.76,77.88,116.58,2047.62
12/10/2015,29.043,84.33,110.76,45.95,86.75,95.06,218.88,56.93,78.12,117.2,2052.23
12/11/2015,28.295,79.74,108.04,46.12,82.78,92.67,217.2,56.21,76.11,116.08,2012.37
12/14/2015,28.12,80.57,109.35,47.79,81.4,94.41,216.58,56.22,76.87,116.26,2021.94
12/15/2015,27.623,82.49,112.16,49.26,81.78,95.12,214.84,57.55,78.62,116.93,2043.41
12/16/2015,27.835,84.63,113.79,49.97,83.06,96.52,217.5,58.07,79.86,117.84,2073.07
12/17/2015,27.245,83.56,112.01,50,81.78,95.32,215.22,56.53,78.69,117.5,2041.89
12/18/2015,26.508,82.65,107.72,50.26,80.56,93.86,212.18,54.94,76.32,116.66,2005.55
12/21/2015,26.833,82.87,106.59,51.9,80.62,95.16,215.47,55.82,77.17,117.69,2021.15
12/22/2015,26.808,84.84,106.74,53.15,81.7,95.9,217.58,55.61,77.38,117.72,2038.97
12/23/2015,27.153,84.8,105.56,52.89,84.8,97.98,217.93,56.7,78.56,118.8,2064.29
12/24/2015,27.008,83.71,105.86,53.19,84.36,97.49,218.56,56.75,78.26,118.57,2060.99
12/28/2015,26.705,82.14,107.25,53.17,82.46,97.47,218.41,56.42,78.53,118.75,2056.5
12/29/2015,27.185,83.26,107.08,52.37,82.77,100,220.47,57.02,79.21,120.07,2078.36
12/30/2015,26.83,81.68,106.34,51.59,82.01,99.86,219.8,56.16,78.35,119.43,2063.36
12/31/2015,26.315,81.27,105.08,52.47,81.8,98.58,217.15,54.81,77.55,118.14,2043.94
01/04/2016,26.338,76.69,102.98,55.86,80.08,94.8,213.21,54.34,75.7,117.58,2012.66
01/05/2016,25.678,78.63,100.9,55.59,81,95.12,218.26,53.77,76.27,119.2,2016.71
01/06/2016,25.175,77.33,100.36,54.91,78.03,94.08,217.63,53.42,75.27,118.4,1990.26
01/07/2016,24.113,72.72,99.5,54.79,76.45,91.12,213.29,51.7,73.79,115.66,1943.09
01/08/2016,24.24,70.8,99.25,53.91,75.21,88.51,212.91,50.36,72.88,115.48,1922.03
01/11/2016,24.633,69.92,99.92,54.73,76.18,88.47,215.35,51.21,73.92,116.69,1923.67
01/12/2016,24.99,72.68,101.46,56.82,77.82,88.72,217.96,51.53,74.76,117.44,1938.68
01/13/2016,24.348,70.29,98.48,55.97,75.25,84.37,214.4,49.82,73.1,115.12,1890.28
01/14/2016,24.88,72.25,99.11,56.63,79.28,84.9,216.42,50.03,73.8,116.62,1921.84
01/15/2016,24.283,69.59,93.9,55.71,78.47,83.22,215.99,48.03,71.83,115.18,1880.33
01/19/2016,24.165,70.13,93.97,56.74,78.67,83.33,215.29,48.22,71.39,117.5,1881.33
01/20/2016,24.198,68.71,92.54,55.95,76.93,82.51,210.4,49.01,70.68,115.78,1859.33
01/21/2016,24.075,70.72,94.02,57.09,76.04,81.77,210.79,49.83,71.56,117.84,1868.99
01/22/2016,25.355,70.37,96.9,58.03,80.03,85.5,212.04,50.3,72.7,118.4,1906.9
01/25/2016,24.86,69.72,95.29,57.63,76.23,83.87,211.01,50.08,71.74,119.2,1877.08
01/26/2016,24.998,69.77,96.27,58.59,77.76,84.36,209.93,50.7,71.88,120.43,1903.63
01/27/2016,23.355,69.54,94.32,58.81,77.73,83.51,207.86,50.67,70.91,120.87,1882.95
01/28/2016,23.523,66.92,93.53,59.6,78.7,82.38,206.66,51.13,69.33,122.38,1893.36
01/29/2016,24.335,67.03,95.82,62.07,80.15,85.02,211,52.93,74.49,123.78,1940.24
02/01/2016,24.108,67.03,95.15,60.82,79.48,84.14,209.8,52.83,74.38,124.61,1939.38
02/02/2016,23.62,65.09,93.12,62.01,78.5,81.68,210.45,50.64,73.4,123.95,1903.03
02/03/2016,24.088,63.44,95.14,63.02,79.1,80.77,212.92,50.25,74.38,121.47,1912.53
02/04/2016,24.15,64.86,95.43,62.63,79.88,87,210.21,51.26,73.68,120.66,1915.45
02/05/2016,23.505,62.64,93.9,60.75,78.33,85.76,211.94,49.88,71.54,115.4,1880.05
02/08/2016,23.753,61.1,92.12,57.96,76.28,83.37,214.53,50.9,67.77,116.05,1853.44
02/09/2016,23.748,61.39,92.32,56.88,75.44,83.59,215.98,50.68,68.33,117.01,1852.21
02/10/2016,23.568,61.78,88.85,57.68,75.29,84.77,213.95,50.75,70.15,117.54,1851.86
02/11/2016,23.425,60.57,90.31,57.22,72.9,82.26,207.18,50.38,68.47,116.73,1829.08
02/12/2016,23.498,60.89,91.15,58.84,75.2,85.52,206.08,51.14,70.42,117.93,1864.78
02/16/2016,24.16,66.29,92.91,59.8,78.25,87.32,209,52.54,71.1,119.18,1895.58
02/17/2016,24.53,66.38,95.5,60.51,80.59,88.87,212.74,53.69,72.03,118.64,1926.82
02/18/2016,24.065,66.52,95.17,60.66,79.44,87.82,214.2,53.06,71.24,117.17,1917.83
02/19/2016,24.01,67.28,95.01,60.76,80.09,87.95,213.62,52.76,71.53,116.53,1917.78
02/22/2016,24.22,68.84,96.37,60.5,80.87,89.45,215.01,53.3,73.06,117.67,1945.5
02/23/2016,23.673,66.97,95.38,60.63,78.56,87.2,215.15,52.24,72.15,116.9,1921.27
02/24/2016,24.025,67.23,95.43,60.81,79.09,88.46,216.63,52.46,71.85,117.06,1929.8
02/25/2016,24.19,66.66,95.65,61.35,78.76,90.11,220.03,53.11,73.27,118.37,1951.7
02/26/2016,24.228,66.91,95.31,61.56,79.1,89.3,217.24,53.3,72.73,117.06,1948.05
02/29/2016,24.173,68.81,95.52,62.73,79.39,89.74,215.79,53.02,72.39,117.19,1932.23
03/01/2016,25.133,70.86,97.65,62.74,83.41,92.26,218.13,54.22,74.64,118.85,1978.35
03/02/2016,25.188,71.25,97,62.79,84.57,92.52,217.2,54.42,74.3,118.48,1986.45
03/03/2016,25.375,71.02,98.82,61.78,86.09,94.32,218.52,54.87,73.91,116.69,1993.4
03/04/2016,25.753,72.22,98.48,61.22,85.78,95.06,218.72,54.89,73.9,117.18,1999.99
03/07/2016,25.468,72.89,99.39,62,87.41,94.14,215.84,55.49,71.94,117.15,2001.76
03/08/2016,25.258,71.07,97.82,62.22,84.8,93.95,215.34,54.53,70.62,118.42,1979.26
03/09/2016,25.28,72.43,97.66,62.13,86.09,93.25,216.41,54.75,70.68,119.64,1989.26
03/10/2016,25.293,71.97,97.04,63.23,85.43,92.91,216.56,55.49,70.22,119.98,1989.57
03/11/2016,25.565,74.01,97.94,64.42,86.43,95.13,217.05,56.06,71.63,121.55,2022.19
03/14/2016,25.63,73.35,98.81,64.73,86.18,93.84,216.6,55.61,71.49,122.9,2019.64
03/15/2016,26.145,72.23,98.24,62.98,86.6,93.13,217.05,55.73,71.91,123.43,2015.93
03/16/2016,26.493,73.5,98.44,62.28,87.57,94.6,218.19,56.14,72.37,123.52,2027.22
03/17/2016,26.45,74.25,99.6,62.8,88.38,95.95,219.25,56.6,73.14,123.16,2040.59
03/18/2016,26.48,76.25,99.2,62.51,89.41,97.79,220.91,57.09,73.78,124.08,2049.58
03/21/2016,26.478,78.11,98.46,60.21,89.69,96.2,221.26,57.02,73.77,123.81,2051.6
03/22/2016,26.68,78.18,97.58,60.33,90.16,97.2,220.73,56.9,72.96,123.82,2049.8
03/23/2016,26.533,76.56,96.83,60.07,88.12,97.22,221.26,56.6,73.91,124.19,2036.71
03/24/2016,26.418,75.86,97.22,60.89,88.06,96.39,218,56.7,74.14,123.29,2035.94
03/28/2016,26.298,76.48,98.09,60.52,87.49,97.39,219.06,56.52,74.08,123.17,2037.05
03/29/2016,26.92,78.08,98.16,61.24,87.43,99.46,220.76,57.41,75.38,123.97,2055.01
03/30/2016,27.39,78.86,98.91,67.8,87.62,98.94,222.96,58.37,76.78,125.83,2063.95
03/31/2016,27.248,79.03,99.31,67.71,86.59,98.98,221.5,57.42,76.48,125.68,2059.74
04/01/2016,27.498,78.73,99.07,68.69,85.67,99.3,223.11,57.94,77.59,127.02,2072.78
04/04/2016,27.78,79.08,98.68,67.6,85.73,98.19,224.13,57.72,77.83,127.57,2066.13
04/05/2016,27.453,77.32,97,66.73,84.81,96.38,225.62,57.71,76.97,127.38,2045.17
04/06/2016,27.74,78.68,97.48,65.74,85.02,97.71,226.63,58.36,78.21,127.52,2066.66
04/07/2016,27.135,77.61,96.16,64.99,84.51,96.73,226.48,57.15,77.58,128.14,2041.91
04/08/2016,27.165,77.47,96.42,63.75,86.06,97.23,226.3,57.89,78.03,127.96,2047.6
04/11/2016,27.255,77.71,96.27,61.23,84.58,96.59,224.65,57.82,77.82,127.56,2041.99
04/12/2016,27.61,77.86,97.35,61.91,85.98,97.78,225.98,58.44,78.52,127.61,2061.72
04/13/2016,28.01,79.64,99.48,63.245,87.01,99.83,226.38,59.17,79.71,126.89,2082.42
04/14/2016,28.025,79.61,98.63,64.2,86.92,100.08,225.44,59.22,80.33,127.51,2082.78
04/15/2016,27.463,78.97,98.59,64.8,84.85,99.77,225.81,58.93,80.08,127.78,2080.73
04/18/2016,26.87,79.01,101.48,65.48,85.65,100.96,227.14,58.95,81.45,128.85,2094.34
04/19/2016,26.728,79.46,102.64,66.48,86.42,103.14,226.51,58.42,80.75,128.86,2100.8
04/20/2016,26.783,81.21,103.27,67.13,86.69,104.13,226.58,59.05,81.15,128.55,2102.4
04/21/2016,26.493,80.78,102.91,66.51,87.4,103.5,226.07,58.86,80.79,125.79,2091.48
04/22/2016,26.42,79.89,103.77,66.24,87.98,103.37,226.83,58.68,79.11,125.5,2091.58
04/25/2016,26.27,78.84,104.57,66,87.93,103.16,226.3,59.02,78.14,127.46,2087.79
04/26/2016,26.088,78.61,104.89,66.45,88.4,106.76,232.16,59.4,78.53,127.71,2091.7
04/27/2016,24.455,77.65,105.28,65.64,88.95,107.92,233.65,59.92,78.76,128.3,2095.15
04/28/2016,23.708,76.4,104.03,65.57,87.79,107.61,232.72,58.69,77.68,127.92,2075.81
04/29/2016,23.435,76.94,103.26,65.55,82.11,106.85,232.38,57.04,77.24,126.49,2065.3
05/02/2016,23.41,76.61,104.36,66.72,82.2,107.17,233.24,57.85,78.46,128.2,2081.43
05/03/2016,23.795,75.91,103.78,65.54,80.01,104.5,234.7,57.2,77.19,128.4,2063.37
05/04/2016,23.548,75.82,103.67,65.2,79.32,104.29,236.01,56.43,77.07,129.33,2051.12
05/05/2016,23.31,78.83,104.93,63.41,79.08,104.67,238.14,56.64,77.36,129.28,2050.63
05/06/2016,23.18,79.2,105.54,62.81,78.52,104.27,240.26,57.2,77.72,130.58,2057.14
05/09/2016,23.198,79.41,105.34,64.03,78.32,104.52,240.32,56.91,78.22,130.83,2058.69
05/10/2016,23.355,79.72,106.6,64.21,79.25,104.96,244.36,57.63,79.2,131.6,2084.39
05/11/2016,23.128,79.8,102.29,61.99,79.39,105.14,241.83,57.63,77.3,129.14,2064.46
05/12/2016,22.585,79.16,101.71,61.62,78.25,105.96,244.94,57.16,77.89,130.12,2064.11
05/13/2016,22.63,77.16,100.52,61.58,78.34,104.92,242.12,57.12,76.83,128.83,2046.61
05/16/2016,23.47,79.29,100.36,60.76,78.68,106.49,242.97,58.02,77.8,129.64,2066.66
05/17/2016,23.373,79.35,99.94,60.9,78.31,105.7,241.53,57.43,76.79,127.69,2047.21
05/18/2016,23.64,79.03,99,60.07,78.13,107.05,241.58,58.01,77.43,126.21,2047.63
05/19/2016,23.55,78.32,98.41,61.1,77.65,106.85,238.89,57.23,76.88,125.29,2040.04
05/20/2016,23.805,78.79,99.78,62.49,77.9,108.07,240.07,58.53,77.67,122.56,2052.32
05/23/2016,24.108,79,99.18,61.94,77.82,108.84,239.52,58.73,77.21,122.81,2048.04
05/24/2016,24.475,81.12,99.51,63.16,79.7,111.66,240.97,60.09,79.38,123.95,2076.06
05/25/2016,24.905,75.59,99.86,63.15,80.13,111.25,240.84,60.44,79.06,123.26,2090.54
05/26/2016,25.103,78.35,99.81,63.14,80.04,110.39,241.54,60.77,79,123.79,2090.1
05/27/2016,25.088,80.97,100.29,64.69,80.63,111.47,240.09,61.02,79.66,123.25,2099.06
05/31/2016,24.965,82,99.22,65.03,80.36,111.81,236.23,60.6,78.94,122.06,2096.96
06/01/2016,24.615,76.69,98.52,66.17,80.85,110.8,238.08,61.07,79.22,121.97,2099.33
06/02/2016,24.43,77.3,98.72,67.13,80.83,110.45,237.83,60.76,79.95,121.17,2105.26
06/03/2016,24.48,76.62,98.75,67.24,80.13,109.64,238.92,60.53,79.94,121.35,2099.13
06/06/2016,24.658,78.06,98.78,68.75,80.76,110.26,239.4,61.29,80.54,122,2109.41
