Date,AAPL US EQUITY,BABA US EQUITY,DIS US EQUITY,LULU US EQUITY,PSX US EQUITY,SPGI US EQUITY,LMT US EQUITY,TXN US EQUITY,V US EQUITY,MCD US EQUITY,SPX INDEX
03/28/2018,41.62,178.91,98.54,85.96,94.33,187.28,335.33,101.91,116.99,158.41,2605
03/29/2018,41.945,183.54,100.44,89.12,95.92,191.06,337.93,103.89,119.62,156.38,2640.87
04/02/2018,41.67,177.61,98.66,87.27,94.95,186.63,333,100.65,118.39,157.72,2581.88
04/03/2018,42.098,174.67,99.42,88.67,96.18,189.2,334.71,102.18,119.2,160.4,2614.45
04/04/2018,42.903,172.07,100.95,88.24,95.99,189.46,341.79,104.21,119.81,161.73,2644.69
04/05/2018,43.2,172.57,102.11,91.27,97.77,189.74,346.65,102.24,121.19,163.95,2662.84
04/06/2018,42.095,167.52,100.35,89.61,96.97,187.32,334.66,99.46,117.7,161.25,2604.47
04/09/2018,42.513,169.87,99.7,89.64,97.74,187.77,335.91,99.81,118.79,161.23,2613.16
04/10/2018,43.313,177.1,101.37,91.01,100.25,191.51,339.36,102.36,120.72,162.77,2656.87
04/11/2018,43.11,175.36,100.8,91.08,102.55,189.45,339.44,102.34,119.78,163.34,2642.19
04/12/2018,43.535,175.92,100.39,92.02,102.63,192.17,342.88,104.24,121.07,161.62,2663.99
04/13/2018,43.683,172.04,100.35,91.71,103.74,190.76,342.6,102.16,120.75,161.73,2656.3
04/16/2018,43.955,174.7,100.24,93.76,106.82,191.66,345.7,103.5,121.88,161.63,2677.84
04/17/2018,44.56,178.7,102.17,94.6,107.86,193.95,349.14,105.39,123.8,162.55,2706.39
04/18/2018,44.46,182.68,101.21,95,108.89,194.67,351.15,105.35,124.48,161.81,2708.64
04/19/2018,43.2,181.39,100.89,95.29,110.64,193.94,353.38,101.29,123.96,159.53,2693.13
04/20/2018,41.43,179.11,100.24,96.31,110.99,192.96,351.99,99.96,124.2,158.77,2670.14
04/23/2018,41.31,175.57,100.15,96.64,111.45,192.05,358.6,98.09,124.46,158.99,2670.29
04/24/2018,40.735,173.09,99.46,96.9,109.23,189.07,336.49,98.42,121.27,157.32,2634.56
04/25/2018,40.913,170.22,101.15,97.85,109.79,189.58,329.5,103,121.21,155.94,2639.4
04/26/2018,41.055,173.9,99.84,98.42,112.52,190.25,330.4,102.72,127.08,158.9,2666.94
04/27/2018,40.58,177.16,99.23,99.17,111.34,187.07,322.03,102.51,126.01,158.3,2669.91
04/30/2018,41.315,178.54,100.33,99.8,111.31,188.6,320.84,101.43,126.88,167.44,2648.05
05/01/2018,42.275,179.5,100.06,99.7,111.85,190.03,308.46,103.4,127.51,163.44,2654.8
05/02/2018,44.143,181.45,99.62,99.74,114.52,187.98,305.7,102.96,126.38,160.68,2635.67
05/03/2018,44.223,182.45,98.76,99.86,115.59,189.63,309.93,103.6,127.18,160.08,2629.73
05/04/2018,45.958,188.89,101.15,95.49,115.61,192.17,311.44,104.69,128.16,165.03,2663.42
05/07/2018,46.29,195.35,102.48,97.17,115.41,193.38,317.71,104.51,129.26,165,2672.63
05/08/2018,46.513,196.31,101.79,98.2,116.25,194.83,324.19,105.46,129.9,164.77,2671.92
05/09/2018,46.84,195.43,99.97,98.96,117.5,197.41,326.12,107.54,130.84,164.24,2697.79
05/10/2018,47.51,195.96,101.68,97.91,117.96,200.63,324.49,109.97,131,165.07,2723.07
05/11/2018,47.148,194.36,102.07,98.54,117.76,199.99,324.04,109.25,131.82,165.39,2727.72
05/14/2018,47.038,198.64,102.44,98.72,118.29,199.07,319.08,110.64,131.21,164.72,2730.13
05/15/2018,46.61,196.61,102.92,98.95,118.32,198.39,319.77,109.21,131.1,163.06,2711.45
05/16/2018,47.045,198.11,105.04,101.65,118.16,198.18,319.33,111.4,130.89,162.87,2722.46
05/17/2018,46.748,196.02,104.34,102,121.87,197.66,320.42,110.33,129.93,161.31,2720.13
05/18/2018,46.578,195,103.93,102.82,120.33,197.92,320.45,110.54,129.93,160.98,2712.97
05/21/2018,46.908,197.64,104.06,103.74,121.44,200.62,324.28,110.41,130.66,161.48,2733.01
05/22/2018,46.79,195.87,104.07,102.88,118.75,200.03,317.13,110.86,130.71,159.45,2724.44
05/23/2018,47.09,196.8,102.89,105.27,118.95,200.94,325.32,111.07,131.88,161.62,2733.29
05/24/2018,47.038,197.37,102.11,106.41,118.82,199.82,326.35,110.75,131.89,162.39,2727.76
05/25/2018,47.145,199.2,102.2,106.18,115.6,200.36,320.8,111.56,131.28,163.21,2721.33
05/29/2018,46.975,198,99.69,105.68,116.81,197.2,317.2,110.94,129.69,160.62,2689.86
05/30/2018,46.875,197.98,99.98,105.63,119.18,199.52,321.04,111.85,130.64,161.82,2724.01
05/31/2018,46.718,198.01,99.47,105.05,116.49,197.5,314.54,111.91,130.72,160.01,2705.27
06/01/2018,47.56,204.34,99.36,122.19,119,200.32,316.63,114.8,130.85,159.16,2734.62
06/04/2018,47.958,208.95,100.24,124.98,119.2,201.45,318.17,115.74,133.07,160.22,2746.87
06/05/2018,48.328,208.37,99.94,124.05,118.83,203.36,320.02,117.66,133.56,159.48,2748.8
06/06/2018,48.495,208.3,101.91,124.19,116.65,206.19,319.91,118.11,136.28,162.38,2772.35
06/07/2018,48.365,203.62,102.47,122.7,117.44,205.31,321.95,117.24,133.84,169.48,2770.37
06/08/2018,47.925,205.07,103.98,122.02,116.84,206.47,322.31,115.74,134.74,168.91,2779.03
06/11/2018,47.808,205.7,104.35,122.37,117.02,207.42,319.3,115.28,133.91,166.49,2782
06/12/2018,48.07,209.08,104.33,124.96,115.55,207.49,315.16,115.41,134.86,166.73,2786.85
06/13/2018,47.675,206.62,106.31,125.13,115.75,207.35,314.35,114,134.4,166.58,2775.63
06/14/2018,47.7,210.86,108.75,125.88,115.55,207.29,310.59,114.72,135,167.05,2782.49
06/15/2018,47.21,208,108.85,128.37,114.3,208.68,310.14,115.89,135.1,166.46,2779.66
06/18/2018,47.185,208.57,107.06,129.69,114.94,207.6,309.52,114.39,136.2,166.28,2773.75
06/19/2018,46.423,204.43,106.1,128.1,114.58,207.24,302.52,113.66,135.11,164.97,2762.59
06/20/2018,46.625,206.23,107.15,128.27,114.59,206.31,302.86,114.24,135.5,162.56,2767.32
06/21/2018,46.365,202.21,105.89,127.71,111.45,206.67,300.38,112.11,134.53,160.53,2749.76
06/22/2018,46.23,202.01,106.34,124.18,112.02,206.35,299.38,112.38,135.33,164.55,2754.88
06/25/2018,45.543,191.25,104.45,124.86,110.45,203.95,298.77,110.19,130.93,159.81,2717.07
06/26/2018,46.108,191.42,104.26,126.79,110.81,203.16,299.08,111.51,132.55,160.91,2723.06
06/27/2018,46.04,185.02,103.96,123.88,110.71,201.83,294.78,108.78,131.02,157.42,2699.63
06/28/2018,46.375,188.38,104.77,124.94,111.74,203.69,295.24,109.1,132.74,156.32,2716.31
06/29/2018,46.278,185.53,104.81,124.85,112.31,203.89,295.43,110.25,132.45,156.69,2718.37
07/02/2018,46.795,186.36,105.33,125.48,110.61,204.32,299.12,110.24,132.5,156.87,2726.71
07/03/2018,45.98,184.75,104.04,125.23,110.51,202.73,299.46,108.91,131.45,156.48,2713.22
07/05/2018,46.35,186.88,105.34,124.52,110.15,204.81,299.19,111.51,133.29,157.32,2736.61
07/06/2018,46.993,192.27,104.78,128.54,111.18,206.37,299.19,112.71,134.09,159.42,2759.82
07/09/2018,47.645,192.75,106.02,126.53,112.59,209.08,306.48,112.09,135.52,159.94,2784.17
07/10/2018,47.588,192.55,106.03,127.38,113.19,209.76,308.83,113.73,136.69,160.62,2793.84
07/11/2018,46.97,187.42,108.04,125.66,110.66,209.44,306.58,111.76,138.15,158.62,2774.02
07/12/2018,47.758,190.17,108.25,125.72,111.14,210.75,313.31,115.84,139.9,159.12,2798.29
07/13/2018,47.833,190.04,110,125.45,111.81,210.65,318.37,115.14,139.42,158.51,2801.31
07/16/2018,47.728,190.35,110.2,127.26,111.32,211.47,319.05,114.56,138.46,158.78,2798.43
07/17/2018,47.863,192.66,110.3,129.45,111.06,212.59,317.5,115.8,139.64,159.75,2809.55
07/18/2018,47.6,190.79,110.69,128.81,110.9,214.26,319.77,115.68,140.9,157.93,2815.62
07/19/2018,47.97,187.34,112.13,127.79,110.9,211.27,319.6,114.59,140.13,157.41,2804.49
07/20/2018,47.86,187.25,111.48,126.45,110.36,212.33,322.55,115,140.99,157.97,2801.83
07/23/2018,47.903,187.04,111.09,125.37,110.44,212.87,318.33,114.67,140.03,158.75,2806.98
07/24/2018,48.25,189,110.7,122.98,111.22,213.12,322.57,113.8,140.03,157.94,2820.4
07/25/2018,48.705,197.98,111.18,125.03,112.35,214.78,324.36,113.22,142.64,158.89,2846.07
07/26/2018,48.553,194.18,113.51,124.49,116,212.01,322.94,113.3,142.5,156.14,2837.44
07/27/2018,47.745,189.42,112.62,120,118.79,203.86,324.09,112.6,140.71,157.48,2818.82
07/30/2018,47.478,184.82,112.63,118.84,122.15,200.88,320.11,110.91,136.48,158.64,2802.6
07/31/2018,47.573,187.23,113.56,119.95,123.34,200.44,326.1,111.32,136.74,157.54,2816.29
08/01/2018,50.375,185.27,112.97,120.55,123.01,197.73,324.93,111,138.25,156.92,2813.36
08/02/2018,51.848,182.6,112.75,124.39,122.05,197.28,322.02,112.21,138.92,155.41,2827.22
08/03/2018,51.998,180.84,114.09,126.08,121.66,198.08,320.55,112.84,139.82,156.21,2840.35
08/06/2018,52.268,178.62,115.94,126.31,122.54,198.53,316.92,113.11,139.71,156.72,2850.4
08/07/2018,51.778,179.92,116.56,125.58,122.72,202.23,317.41,115.76,140.28,156.04,2858.45
08/08/2018,51.813,177.52,113.98,127.18,122.98,201.35,315.31,116.16,140.68,158.92,2857.7
08/09/2018,52.22,177.19,114.16,128.16,122.18,200.95,315.71,114.34,140.01,159.3,2853.58
08/10/2018,51.883,180.01,112.68,130.52,122.59,201.32,313.12,110.09,139.73,158.68,2833.28
08/13/2018,52.218,177.68,112.12,129.94,121.57,200.53,313.64,109.94,140.21,158.14,2821.93
08/14/2018,52.438,172.53,112.75,129.47,120.94,203.07,318.59,110.34,140.76,160.6,2839.96
08/15/2018,52.56,169.83,112.85,126.45,115.38,201.72,317.7,109.6,139.92,159.88,2818.37
08/16/2018,53.33,171.99,112.48,129.47,114.94,202.69,325.86,109.4,140.65,161.73,2840.69
08/17/2018,54.395,172.78,112.48,130.19,115.44,203.11,325.23,109.64,141.33,161.15,2850.13
08/20/2018,53.865,176.29,111.99,136.67,116.08,203.92,324.22,109.03,140.94,161.68,2857.05
08/21/2018,53.76,177.92,112.39,135.61,116.51,204.35,324.39,111.51,140.04,161.04,2862.96
08/22/2018,53.763,177.85,111.94,135.48,117.02,202.92,321.92,112.19,141.14,160.55,2861.82
08/23/2018,53.873,172.23,112,136.2,118.37,202.85,320.01,112.4,142.1,159.05,2856.98
08/24/2018,54.04,174.23,111.93,138.76,119.25,202.85,321.29,113.64,144.2,159.38,2874.69
08/27/2018,54.485,180.65,112.33,138.16,120.03,204.2,324.34,115.25,145.4,160.48,2896.74
08/28/2018,54.925,178.19,112.58,138.68,119.75,203.14,324.34,115.02,145.2,161.64,2897.52
08/29/2018,55.745,178.5,112.45,138.7,120.44,206.27,324.32,115.47,147.03,163.11,2914.04
08/30/2018,56.258,174.6,111.92,137,119.55,205.67,321.85,112.58,146.74,162.8,2901.13
08/31/2018,56.908,175.01,112.02,154.93,118.51,207.05,320.41,112.4,146.89,162.23,2901.52
09/04/2018,57.09,170.44,110.85,157.29,118.96,207.76,321.91,112.54,147.8,161.72,2896.72
09/05/2018,56.718,164.23,109.87,152.74,117.99,204.99,321.33,111.13,142.67,163.24,2888.6
09/06/2018,55.775,159.87,110.26,151,116.7,207.02,328.91,110.89,144.5,163.74,2878.05
09/07/2018,55.325,162.37,110.97,150.82,114.3,206.88,328.53,108.46,143.2,163.9,2871.68
09/10/2018,54.583,156.36,110.68,154.11,113.95,208.25,322.95,108.32,144.08,165.07,2877.13
09/11/2018,55.963,157.46,109.6,153.23,112.55,209.46,322.23,106.05,145.49,164.62,2887.89
09/12/2018,55.268,161.46,109.46,153.01,112.16,209.99,325.28,104.54,146.57,164.74,2888.92
09/13/2018,56.603,165.53,110.67,154.6,113.02,211.87,331.28,105.72,147.63,162.4,2904.18
09/14/2018,55.96,164.74,109.26,153.71,113.6,213.95,335.8,105.36,147.84,160.84,2904.98
09/17/2018,54.47,158.89,109.36,155.38,112.81,211.35,339.34,103.7,146.18,158.14,2888.8
09/18/2018,54.56,156.65,109.53,158.44,113.3,213.55,343.22,104.91,147.63,157.77,2904.31
09/19/2018,54.593,162.63,109.79,155.21,109.36,212.97,339.3,107.37,147.42,159.18,2907.95
09/20/2018,55.008,165.88,111.62,155.97,110.33,213.1,333.13,108.49,149.24,160.79,2930.75
09/21/2018,54.415,164.63,110.4,156.99,111.66,211.46,337.66,110.05,150.05,165.3,2929.67
09/24/2018,55.198,163.16,112.77,157.34,113.46,210.3,337.58,109.8,149.11,163.31,2919.37
09/25/2018,55.548,164.25,113.63,158.41,114.88,206.82,343.54,107.55,149.58,166.41,2915.56
09/26/2018,55.105,165.4,115.21,158.96,113.89,205.28,342.88,106.22,149.27,165.76,2905.97
09/27/2018,56.238,166.32,116.04,161.24,112.88,204.03,346.05,107.29,150.02,166.53,2914
09/28/2018,56.435,164.76,116.94,162.49,112.72,195.39,345.96,107.29,150.09,167.29,2913.98
10/01/2018,56.815,162,116.24,161.64,114.48,199.41,347.93,107.74,150.79,166.67,2924.59
10/02/2018,57.32,160.23,117.66,160.2,114.69,196.7,349.07,108.46,149.67,165.18,2923.43
10/03/2018,58.018,162.37,116.91,161.52,118.47,195.7,347.44,108.18,149.37,164.66,2925.51
10/04/2018,56.998,156.13,116.13,157.04,117.7,192.99,349.46,105.87,146.76,165.8,2901.61
10/05/2018,56.073,154.63,114.78,153.84,118.37,193.6,347.21,103.28,145.36,166.57,2885.57
10/08/2018,55.943,151.14,116.02,150.78,118.14,190.01,349.93,101.93,141.89,167.77,2884.43
10/09/2018,56.718,146.94,116.89,150.25,117.68,187.82,347.31,102.87,142.31,169.83,2880.34
10/10/2018,54.09,138.29,112.86,140.68,113.05,182.17,336.75,99.24,135.52,168.37,2785.68
10/11/2018,53.613,141.9,111.15,140.51,109.46,180.03,326.26,99.53,133.73,162.97,2728.37
10/12/2018,55.528,147.29,112.61,143.71,109.46,186.47,327.62,101.09,140.06,163.82,2767.13
10/15/2018,54.34,144.16,113.44,144.46,107.21,184.22,331.24,99.43,137.23,163.67,2750.79
10/16/2018,55.538,149.6,116.19,146.83,109.86,189.89,337.13,102.15,141.74,164.07,2809.92
10/17/2018,55.298,148.14,117.13,143.57,108.78,190.63,333.4,101.54,142.45,166.77,2809.21
10/18/2018,54.005,142.02,116.18,142.68,109.12,186.92,328,99.54,139.29,166.81,2768.78
10/19/2018,54.828,142.93,118.9,136.77,102.77,188.34,328.14,98.26,140.08,167.49,2767.78
10/22/2018,55.163,148.8,118.27,139.95,103.15,188.93,326.78,99.72,140.64,166.63,2755.88
10/23/2018,55.683,146.65,117.85,137.43,99.8,183.85,321.35,100.25,139.12,177.15,2740.69
10/24/2018,53.773,139.61,111.61,134.29,95.3,177.81,311.13,92.01,134.26,177.35,2656.1
10/25/2018,54.95,144.6,114.16,137.22,98.49,177.17,306.41,91.77,140.52,175.31,2705.57
10/26/2018,54.075,142.87,113.19,134.82,99.45,171.41,305.05,90.56,137.74,173.34,2658.69
10/29/2018,53.06,133.38,113.04,135.88,98.52,172.25,286.67,90.18,134.33,173.23,2641.25
10/30/2018,53.325,136.33,114.76,142.13,102.06,176.61,291.07,92.99,132.76,178.49,2682.63
10/31/2018,54.715,142.28,114.83,140.73,102.82,182.32,293.85,92.83,137.85,176.9,2711.74
11/01/2018,55.555,151.25,116.1,144.17,102.5,182.77,299.42,97.6,140.83,174.88,2740.37
11/02/2018,51.87,147.59,115.18,142.02,99.01,182.98,299.28,95.06,139.78,176.75,2723.06
11/05/2018,50.398,144.64,115.45,142.2,100.52,183.21,303.21,95.66,139.8,180.39,2738.31
11/06/2018,50.943,147.44,116.71,141.13,100.88,183.45,306.56,97.14,140.79,182.71,2755.45
11/07/2018,52.488,152.5,117.05,143.23,103.12,186.72,309.82,97.2,144.78,184.25,2813.89
11/08/2018,52.123,148.99,116,142.27,98.67,188.16,308.56,98.48,145.23,185.48,2806.83
11/09/2018,51.118,144.85,118,137.56,99.74,186.27,313.12,96.1,143.93,185.94,2781.01
11/12/2018,48.543,142.82,116.7,135.42,97.67,182.21,305.12,93.47,139.72,184.37,2726.22
11/13/2018,48.058,146.98,116.85,138.7,94.8,180.07,305.74,94.48,139.72,184.01,2722.18
11/14/2018,46.7,150.44,117.12,140.13,95.6,179.08,303.39,94.7,139.49,183.85,2701.58
11/15/2018,47.853,156.22,117.11,139.83,96.23,181.1,305.48,97.96,141.84,183.56,2730.2
11/16/2018,48.383,154.1,116.19,134.53,96.61,181.33,301.24,97.85,140.18,187.59,2736.27
11/19/2018,46.465,149.53,115.42,126.99,94.9,177.28,294.59,94.62,134.76,186.72,2690.73
11/20/2018,44.245,145.98,111.87,121.39,92.54,175.5,293.86,96.84,133.37,183.71,2641.89
11/21/2018,44.195,149.41,113.03,123.88,93.65,177.64,294.29,96.13,134.42,182.72,2649.93
11/23/2018,43.073,150.33,112.08,120.86,89,174.75,295.38,95.1,132.87,181.93,2632.56
11/26/2018,43.655,156.01,112.55,123.76,92.07,177.4,295.28,96.38,135.94,183.89,2673.45
11/27/2018,43.56,156.46,113.9,122.77,91.26,177.04,295.29,96.28,135.91,184.63,2682.17
11/28/2018,45.235,159.34,116.1,128.99,92.63,183.19,299.94,98.26,141.38,187.85,2743.79
11/29/2018,44.888,156.28,116.61,129.46,92.68,180.35,302.42,97.43,139.1,189.26,2737.76
11/30/2018,44.645,160.86,115.49,132.55,93.52,182.86,300.43,99.85,141.71,188.51,2760.17
12/03/2018,46.205,163.74,115.74,139.89,92.09,185.2,296.79,101.17,145,185.37,2790.37
12/04/2018,44.173,158.34,112.87,133.62,91.4,177.62,286.73,96.11,138.64,185.04,2700.06
12/06/2018,43.68,155.83,114.33,131.44,92.6,173.49,286.35,97.32,141.05,185.45,2695.95
12/07/2018,42.123,153.06,111.98,113.87,90.35,169.14,285.4,92.38,137.11,182.96,2633.08
12/10/2018,42.4,151.43,111.86,115.01,88.84,169.12,298.4,93.8,137.88,184.65,2637.72
12/11/2018,42.158,151.83,111.97,116.85,88.42,166.8,292.15,94.54,136.81,183.59,2636.78
12/12/2018,42.275,151.5,112.21,122.65,89.25,169.15,292.5,95.81,137.8,183.48,2651.07
12/13/2018,42.738,151.48,113.39,120.2,88.83,169.54,292.23,95.84,137.54,186.43,2650.54
12/14/2018,41.37,149,112.2,119.12,86.83,166.62,287.7,94.26,135.09,183.29,2599.95
12/17/2018,40.985,143.98,110.62,118.87,85.86,166.29,279.23,91.92,131.4,180.79,2545.94
12/18/2018,41.518,140.82,109.45,119.2,84.73,167.99,279.47,94.54,132.66,179.71,2546.16
12/19/2018,40.223,137.14,109.22,115.71,85.16,167.01,273.96,90.53,131.26,179.16,2506.96
12/20/2018,39.208,135.11,107,115.01,82.78,165.56,265.29,90.09,128.76,173.68,2467.42
12/21/2018,37.683,132,104.22,113.74,82.38,161.6,256.55,90.41,124.26,174.15,2416.62
12/24/2018,36.708,131.89,100.35,113.26,78.5,159,245.22,87.8,121.73,170.28,2351.1
12/26/2018,39.293,138,105.83,122.66,84.2,164.92,251.62,92.98,130.23,174.03,2467.7
12/27/2018,39.038,138.45,106.52,123.34,85.82,169.14,259.79,93.81,132.01,175.71,2488.83
12/28/2018,39.058,139.09,107.3,121.4,84.96,168.3,261.26,93.81,130.94,175.56,2485.74
12/31/2018,39.435,137.07,109.65,121.61,86.15,169.94,261.84,94.5,131.94,177.57,2506.85
01/02/2019,39.48,136.7,108.97,123.35,88.12,169.85,264.73,94.45,132.92,176.06,2510.03
01/03/2019,35.548,130.6,106.33,124.36,86.9,164.37,258.08,88.88,128.13,174.9,2447.89
01/04/2019,37.065,139.75,109.61,128.55,90.84,172.26,265.04,92.9,133.65,178.28,2531.94
01/07/2019,36.983,143.1,110.56,134.1,91.47,173.64,268.08,94.5,136.06,180.22,2549.69
01/08/2019,37.688,146.79,111.42,135.86,91.39,175.23,269.87,94.38,136.8,180.6,2574.41
01/09/2019,38.328,151.92,112.67,136,91.99,173.66,270.54,96.24,138.41,180.29,2584.96
01/10/2019,38.45,151.69,112.8,131.61,92.94,177.15,277.5,97.72,138.67,181.55,2596.64
01/11/2019,38.073,151.32,112.65,132.16,92.69,175.98,277.73,98.59,138.06,182.37,2596.26
01/14/2019,37.5,149.27,112.42,139.73,92.83,177.02,277.51,96.33,137.1,181.22,2582.61
01/15/2019,38.268,150.88,111.76,141.13,92.45,181.62,276,97.63,137.34,181.02,2610.3
01/16/2019,38.735,154.84,110.91,142.24,92.99,185,272.39,97.17,137.34,179.35,2616.1
01/17/2019,38.965,155.97,111.01,145.14,93.42,185.32,278.8,97.54,137.28,181.11,2635.96
01/18/2019,39.205,157.02,111.04,152.07,95.3,188.64,282.87,99.42,138.5,182.57,2670.71
01/22/2019,38.325,152.15,110.6,149.47,93,187.29,279.59,96.62,138.05,184.57,2632.9
01/23/2019,38.48,152.03,111.12,149.85,92.63,187.6,283.51,95.49,137.01,186.09,2638.7
01/24/2019,38.175,155.86,110.55,148.43,91.33,188.57,285.25,102.09,137.7,187.37,2642.33
01/25/2019,39.44,159.21,111.09,151.89,93.02,189.31,287.04,104.41,138.67,184,2664.76
01/28/2019,39.075,158.92,110.81,149.7,92.5,188.16,287.87,102.68,135.99,183.6,2643.85
01/29/2019,38.67,156.88,110.9,148.95,93.35,186.35,292.05,101.35,135,182.17,2640
01/30/2019,41.313,166.82,110.13,148.61,94.53,189.01,291.67,102.14,137.6,181.77,2681.05
01/31/2019,41.61,168.49,111.52,147.81,95.41,191.65,289.69,100.68,135.01,178.78,2704.1
02/01/2019,41.63,167.97,111.3,146.12,94.21,193.83,290.58,101.99,140.15,176.72,2706.53
02/04/2019,42.813,166.7,111.8,146.64,94.76,194.41,298.77,101.8,141.5,177.55,2724.87
02/05/2019,43.545,171.83,112.66,146.89,95.17,194.9,299.46,102.32,142.53,177.57,2737.7
02/06/2019,43.56,171.52,111.41,145.76,94.42,192.95,299.83,106.48,141.49,176.18,2731.61
02/07/2019,42.735,166.96,110.95,147.63,91.74,195,300.13,103.86,140.17,175.28,2706.05
02/08/2019,42.603,167.36,111.51,148.62,93.52,193.59,301.5,104.55,140.38,174.75,2707.88
02/11/2019,42.358,167.45,109.44,149.79,94.23,194.13,300.04,104.76,140.8,174.26,2709.8
02/12/2019,42.723,168.71,109.2,157.32,94,195.25,304.11,106.44,141.99,173.97,2744.73
02/13/2019,42.545,169.4,110.2,155.27,96.12,197.18,304.42,107.15,143.49,174.15,2753.03
02/14/2019,42.7,168.38,110.66,154.85,95.65,195.87,301,106.97,143.16,175.87,2745.73
02/15/2019,42.605,166.15,112.59,151.09,95.99,198.32,307.23,107.57,144.91,179.97,2775.6
02/19/2019,42.733,170.18,113.51,147.57,96.75,197.65,305.18,107.28,144.44,179.25,2779.76
02/20/2019,43.008,170.71,113.68,148.12,97.45,198.02,307.2,107.94,144.73,180.49,2784.7
02/21/2019,42.765,171.66,114.29,148.11,96.81,198.15,304.51,106.64,144,182.81,2774.88
02/22/2019,43.243,176.92,115.25,149.26,97.36,201.88,307.13,107.31,145.87,183.17,2792.67
02/25/2019,43.558,183.25,113.59,148.54,97.29,201.94,305.97,108.19,146.06,182.61,2796.11
02/26/2019,43.583,183.54,113.5,150.98,97.84,201.48,305.88,107.27,147.04,183.21,2793.9
02/27/2019,43.718,184.58,112.78,150.56,97.64,201.72,307.58,105.71,147.22,183.36,2792.38
02/28/2019,43.288,183.03,112.84,150.42,96.36,200.37,309.41,105.78,148.12,183.84,2784.49
03/01/2019,43.743,183.88,114.01,151.38,97.48,201.84,309.47,106.76,149.47,185.05,2803.69
03/04/2019,43.963,187.25,114.33,147.78,97.28,199.89,304.69,107.4,147.96,180.59,2792.81
03/05/2019,43.883,185,114,148.9,97.46,197.96,305.76,106.57,147.95,181.35,2789.65
03/06/2019,43.63,184.17,114.85,149.09,97.6,197.32,303.32,105.42,147.81,182.03,2771.45
03/07/2019,43.125,177.32,114.01,147.7,96.45,196.48,303.01,104.95,146.83,180.52,2748.93
03/08/2019,43.228,175.03,113.81,142.51,94.31,196.33,300.95,104.86,147.35,179.5,2743.07
03/11/2019,44.725,180.41,114.75,145.29,96.67,197.24,304.4,106.45,150.67,181.08,2783.3
03/12/2019,45.228,180.63,114.73,145.79,97.39,197.5,301.92,106.52,151.73,181.83,2791.52
03/13/2019,45.428,180.7,114.09,145.41,98.08,199.7,303.45,107.58,152.47,182.06,2810.92
03/14/2019,45.933,180.36,114.48,144.18,98.47,201.6,298.51,107.1,154.2,182.74,2808.48
03/15/2019,46.53,180.97,114.96,141.79,98.52,203.18,296.15,110.74,155.46,185.33,2822.48
03/18/2019,47.005,181.83,113.12,144.33,98.72,205.72,297.64,109.81,154.96,183.95,2832.94
03/19/2019,46.633,182.14,110,144.99,98.89,207.86,296.6,110.02,154.59,183.11,2832.57
03/20/2019,47.04,181.28,109.99,144.35,98.18,206.28,295.98,109.63,153.75,184.97,2824.23
03/21/2019,48.773,181.5,108.66,148.91,98.55,209.77,299.01,112.22,155.8,186.37,2854.88
03/22/2019,47.763,176.26,108.23,143.21,95.98,205.49,294.01,109.68,153.07,186.81,2800.71
03/25/2019,47.185,178.77,107.79,146.58,95.86,205.01,294.12,107.11,153.03,185.72,2798.36
03/26/2019,46.698,178.08,110.14,143.56,98.02,206.13,294.92,108.33,155.3,187.48,2818.46
03/27/2019,47.118,177.03,110.28,146.8,97.27,205.18,293.95,105.97,154.22,187.51,2805.37
03/28/2019,47.18,177.73,110.71,167.54,95.67,207.66,295.6,104.91,154.67,189.39,2815.44
03/29/2019,47.488,182.45,111.03,163.87,95.17,210.55,300.16,106.07,156.19,189.9,2834.4
04/01/2019,47.81,180.89,112.51,165.52,95.07,212.9,304.29,108.64,157.26,188.39,2867.19
04/02/2019,48.505,181.74,111.96,165.47,94.52,213.22,303.1,110.28,157.78,188.35,2867.24
04/03/2019,48.838,178.32,112.52,166.21,95.04,213.6,297.27,112.75,158.46,188.35,2873.4
04/04/2019,48.923,181.07,114.75,171.37,96.86,212.65,299.67,113.24,157.64,189.87,2879.39
04/05/2019,49.25,185.35,115,169.37,97.79,214.53,302.58,113.63,157.65,190.71,2892.74
04/08/2019,50.025,186.5,114.96,169.77,98.3,213.65,305.66,115.22,157.75,189.85,2895.77
04/09/2019,49.875,187.19,116.86,167.52,97.37,214.81,302.68,113.94,157.49,190.08,2878.2
04/10/2019,50.155,186.19,117.16,167.46,98.61,212.68,299.12,114.92,158.56,189.22,2888.21
04/11/2019,49.738,184.98,116.6,168,98.51,213.13,305.59,114.88,157.86,188.88,2888.32
04/12/2019,49.718,188.91,130.06,169.88,97.17,214.93,309.7,116.76,159.64,191.6,2907.41
04/15/2019,49.808,183.07,132.04,172.01,96.24,216.47,308.71,115.09,160.44,191.85,2905.58
04/16/2019,49.813,185.78,129.9,169.33,95.98,216.95,310.06,116.37,160.23,191.7,2907.06
04/17/2019,50.783,187.55,131.75,171.23,96.46,215.39,310.5,115.6,160.44,191.61,2900.45
04/18/2019,50.965,186.94,132.45,173.31,95.42,217.2,314.26,115.51,160.16,194.91,2905.03
04/22/2019,51.133,185.38,131.68,173.02,97.14,217.16,315.26,114.95,160.4,193.92,2907.97
04/23/2019,51.87,187.29,133.36,176.78,97.4,217.99,333.1,116.38,161.66,195.26,2933.68
